Case Number,JP Court ID,Citation Number,Filed Date,Offense Code,Offense Description,Statutory Cite 1,Statutory Cite 2,Arresting Agency Code,Arresting Agency Name,Officer Code,Officer Name,Plea Code,Plea Date,Disposition Code,Disposition Date,Judgment Date,Def Date of Birth,Def SPN Number,Def SPN Pointer,Def Gender,Def Race,Total Fines Assessed,Total Fines Due,Total Costs Assessed,Total Costs Due,Balance Due,Total Paid,Last Bond Set Date,Last Bond Posted Date,Last Bond Amount,Next Hearing Desc,Next Hearing Date,Next Hearing Time,Last Open Warr Type,Last Open Warr Date,court_number,case_type,Age At Filing,Minor,Cost Assessed,Fines Paid,Warrant Issued,DEF_ID
244100114078,"Precinct 4, Place 1",04-EE20306054,2024-03-28,820919,"Posses,Pur,Cons,Rec, Tobacco Prod By Minor",161.252,,4.0,Harris County Constable Precinct 4,C41115,"Hudson, Neil",,,,,,2006-11-01,,,M ,B,83.0,83.0,195.2,195.2,278.2,0.0,09/13/2024,,500.0,Non Appearance Show Cause,06/03/2024,10:00,Arrest Warrant,09/13/2024,JP 4-1,CRCIT,17.0,1,1,0,1,fiHu20061101
244100114079,"Precinct 4, Place 1",04-EE20306054,2024-03-28,820620,No Seat Belt-Passenger,545.413,,4.0,Harris County Constable Precinct 4,C41115,"Hudson, Neil",,,,,,2006-11-01,,,M ,B,30.0,30.0,248.2,248.2,278.2,0.0,09/13/2024,,200.0,Non Appearance Show Cause,06/03/2024,10:00,Arrest Warrant,09/13/2024,JP 4-1,CRCIT,17.0,1,1,0,1,fiHu20061101
244100114400,"Precinct 4, Place 1",04-EE20306138,2024-03-29,820112,No Driver's License,521.021,,4.0,Harris County Constable Precinct 4,C41431,"Stoneham, Darol",,,,,,2006-05-01,,,M ,B,98.0,98.0,199.7,199.7,297.7,0.0,11/13/2024,,200.0,Non Appearance Show Cause,08/05/2024,14:30,Arrest Warrant,11/13/2024,JP 4-1,CRCIT,17.0,1,1,0,1,ynWi20060501
244100114401,"Precinct 4, Place 1",04-EE20306138,2024-03-29,820104,Speeding Greater Than 10% Over Posted Speed,545.355,,4.0,Harris County Constable Precinct 4,C41431,"Stoneham, Darol",,,,,,2006-05-01,,,M ,B,65.0,65.0,258.7,258.7,323.7,0.0,11/13/2024,,200.0,Non Appearance Show Cause,08/05/2024,14:30,Arrest Warrant,11/13/2024,JP 4-1,CRCIT,17.0,1,1,0,1,ynWi20060501
244100115775,"Precinct 4, Place 1",04-EE20306522,2024-03-31,820104,Speeding Greater Than 10% Over Posted Speed,545.355,,4.0,Harris County Constable Precinct 4,C41294,"Cassidy, Paul",NG,05/13/2024,,,,2006-07-01,,,M ,W,85.0,85.0,184.0,184.0,269.0,0.0,07/25/2024,,200.0,Judge Trial,07/03/2024,13:00,Arrest Warrant,07/25/2024,JP 4-1,CRCIT,17.0,1,1,0,1,elPe20060701
244100115823,"Precinct 4, Place 1",04-EE20306537,2024-03-31,820497,Fail To Stop Designated Point/Stop Sign,544.003,,4.0,Harris County Constable Precinct 4,C41640,"Brown, Travarius",NC,10/18/2024,CON,10/18/2024,10/18/2024,2006-12-01,3248771.0,,M ,B,25.0,0.0,272.2,0.0,0.0,0.0,09/04/2024,,200.0,JP Centralized Jail Docket,10/18/2024,09:00,Arrest Warrant,09/04/2024,JP 4-1,CRCIT,17.0,1,1,0,1,nyWa20061201
244100120229,"Precinct 4, Place 1",04-EE20306790,2024-04-03,540097,Fail To Maintain Financial Responsibility,601.191,,4.0,Harris County Constable Precinct 4,C41214,"Galan, Nicolas",,,,,,2006-11-01,,,M ,W,253.0,253.0,131.0,131.0,384.0,0.0,09/24/2024,,500.0,Non Appearance Show Cause,06/12/2024,14:30,Arrest Warrant,09/24/2024,JP 4-1,CRCIT,17.0,1,1,0,1,zaJo20061101
244100120230,"Precinct 4, Place 1",04-EE20306790,2024-04-03,820112,No Driver's License,521.021,,4.0,Harris County Constable Precinct 4,C41214,"Galan, Nicolas",,,,,,2006-11-01,,,M ,W,98.0,98.0,131.0,131.0,229.0,0.0,09/24/2024,,200.0,Non Appearance Show Cause,06/12/2024,14:30,Arrest Warrant,09/24/2024,JP 4-1,CRCIT,17.0,1,1,0,1,zaJo20061101
244100120231,"Precinct 4, Place 1",04-EE20306790,2024-04-03,820136,Excessive Smoke/Fumes From Vehicle,547.605(a),,4.0,Harris County Constable Precinct 4,C41214,"Galan, Nicolas",,,,,,2006-11-01,,,M ,W,30.0,30.0,184.0,184.0,214.0,0.0,09/24/2024,,200.0,Non Appearance Show Cause,06/12/2024,14:30,Arrest Warrant,09/24/2024,JP 4-1,CRCIT,17.0,1,1,0,1,zaJo20061101
244100124762,"Precinct 4, Place 1",04-EE20307424,2024-04-06,820620,No Seat Belt-Passenger,545.413,,4.0,Harris County Constable Precinct 4,C41539,"Ferguson, Jermanie",,,,,,2006-07-01,,,F ,B,30.0,30.0,248.2,248.2,278.2,0.0,09/26/2024,,200.0,Non Appearance Show Cause,06/10/2024,14:30,Arrest Warrant,09/26/2024,JP 4-1,CRCIT,17.0,1,1,0,1,iaMe20060701
244100127047,"Precinct 4, Place 1",04-EE20307708,2024-04-09,820112,No Driver's License,521.021,,4.0,Harris County Constable Precinct 4,C41310,"Aspras, Michael V",,,,,,2006-10-01,,,M ,W,98.0,98.0,199.7,199.7,297.7,0.0,11/05/2024,,200.0,Non Appearance Show Cause,07/29/2024,14:30,Arrest Warrant,11/05/2024,JP 4-1,CRCIT,17.0,1,1,0,1,eySi20061001
244100127048,"Precinct 4, Place 1",04-EE20307708,2024-04-09,540097,Fail To Maintain Financial Responsibility,601.191,,4.0,Harris County Constable Precinct 4,C41310,"Aspras, Michael V",,,,,,2006-10-01,,,M ,W,253.0,253.0,246.2,246.2,499.2,0.0,11/05/2024,,500.0,Non Appearance Show Cause,07/29/2024,14:30,Arrest Warrant,11/05/2024,JP 4-1,CRCIT,17.0,1,1,0,1,eySi20061001
244100141716,"Precinct 4, Place 1",04-EE20308914,2024-04-18,820112,No Driver's License,521.021,,4.0,Harris County Constable Precinct 4,C41706,"Lopez, Elmer",,,,,,2006-07-01,,,M ,A,98.0,98.0,199.7,199.7,297.7,0.0,10/04/2024,,200.0,Non Appearance Show Cause,06/24/2024,14:30,Arrest Warrant,10/04/2024,JP 4-1,CRCIT,17.0,1,1,0,1,ryDo20060701
244100141717,"Precinct 4, Place 1",04-EE20308914,2024-04-18,820104,Speeding Greater Than 10% Over Posted Speed,545.355,,4.0,Harris County Constable Precinct 4,C41706,"Lopez, Elmer",,,,,,2006-07-01,,,M ,A,70.0,70.0,260.2,260.2,330.2,0.0,10/04/2024,,200.0,Non Appearance Show Cause,06/24/2024,14:30,Arrest Warrant,10/04/2024,JP 4-1,CRCIT,17.0,1,1,0,1,ryDo20060701
244100151508,"Precinct 4, Place 1",04-EE20309992,2024-04-25,540097,Fail To Maintain Financial Responsibility,601.191,,4.0,Harris County Constable Precinct 4,C40524,"Martinez, Adam",,,,,,2007-03-01,,,M ,W,253.0,253.0,246.2,246.2,499.2,0.0,11/05/2024,,500.0,Non Appearance Show Cause,07/29/2024,14:30,Arrest Warrant,11/05/2024,JP 4-1,CRCIT,17.0,1,1,0,1,ahZa20070301
244100151509,"Precinct 4, Place 1",04-EE20309992,2024-04-25,820112,No Driver's License,521.021,,4.0,Harris County Constable Precinct 4,C40524,"Martinez, Adam",,,,,,2007-03-01,,,M ,W,98.0,98.0,199.7,199.7,297.7,0.0,11/05/2024,,200.0,Non Appearance Show Cause,07/29/2024,14:30,Arrest Warrant,11/05/2024,JP 4-1,CRCIT,17.0,1,1,0,1,ahZa20070301
244100151510,"Precinct 4, Place 1",04-EE20309992,2024-04-25,820108,Expired Registration,502.407,,4.0,Harris County Constable Precinct 4,C40524,"Martinez, Adam",,,,,,2007-03-01,,,M ,W,18.0,18.0,175.7,175.7,193.7,0.0,11/05/2024,,200.0,Non Appearance Show Cause,07/29/2024,14:30,Arrest Warrant,11/05/2024,JP 4-1,CRCIT,17.0,1,1,0,1,ahZa20070301
244100151511,"Precinct 4, Place 1",04-EE20309993,2024-04-25,820619,No Seat Belt-Driver,545.413,,4.0,Harris County Constable Precinct 4,C40524,"Martinez, Adam",,,,,,2007-03-01,,,M ,W,30.0,30.0,248.2,248.2,278.2,0.0,11/05/2024,,200.0,Non Appearance Show Cause,07/29/2024,14:30,Arrest Warrant,11/05/2024,JP 4-1,CRCIT,17.0,1,1,0,1,ahZa20070301
244100151553,"Precinct 4, Place 1",TXC241689938,2024-04-25,820112,NO DRIVER LICENSE WHEN UNLICENSED-NOT CDL,521.021,,10.0,Texas Department of Public Safety,12658 ,"Taft, Glen",,,,,,2006-11-01,,,M ,W,98.0,98.0,199.7,199.7,297.7,0.0,10/01/2024,,200.0,Non Appearance Show Cause,06/18/2024,14:30,Arrest Warrant,10/01/2024,JP 4-1,CRCIT,17.0,1,1,0,1,seDaPr20061101
244100161545,"Precinct 4, Place 1",TXC241701939,2024-05-02,820112,NO DRIVER LICENSE WHEN UNLICENSED-NOT CDL,521.021,,10.0,Texas Department of Public Safety,15930,"Michel, Matthew",NC,11/12/2024,CON,11/12/2024,11/12/2024,2006-12-01,3248771.0,,M ,B,25.0,0.0,199.7,0.0,0.0,0.0,10/31/2024,,200.0,JP Centralized Jail Docket,11/12/2024,09:00,Arrest Warrant,10/31/2024,JP 4-1,CRCIT,17.0,1,1,0,1,nyWa20061201
244100171061,"Precinct 4, Place 1",04-EE20312349,2024-05-09,540097,Fail To Maintain Financial Responsibility,601.191,,4.0,Harris County Constable Precinct 4,C41705,"Jones, Mandela",,,,,,2006-09-01,,,F ,B,253.0,253.0,246.2,246.2,499.2,0.0,12/12/2024,,500.0,Non Appearance Show Cause,08/28/2024,14:30,Arrest Warrant,12/12/2024,JP 4-1,CRCIT,17.0,1,1,0,1,naRo20060901
244100171062,"Precinct 4, Place 1",04-EE20312349,2024-05-09,820104,Speeding Greater Than 10% Over Posted Speed,545.355,,4.0,Harris County Constable Precinct 4,C41705,"Jones, Mandela",,,,,,2006-09-01,,,F ,B,40.0,40.0,251.2,251.2,291.2,0.0,12/12/2024,,200.0,Non Appearance Show Cause,08/28/2024,14:30,Arrest Warrant,12/12/2024,JP 4-1,CRCIT,17.0,1,1,0,1,naRo20060901
244100171063,"Precinct 4, Place 1",04-EE20312349,2024-05-09,820108,Expired Registration,502.407,,4.0,Harris County Constable Precinct 4,C41705,"Jones, Mandela",,,,,,2006-09-01,,,F ,B,18.0,18.0,175.7,175.7,193.7,0.0,12/12/2024,,200.0,Non Appearance Show Cause,08/28/2024,14:30,Arrest Warrant,12/12/2024,JP 4-1,CRCIT,17.0,1,1,0,1,naRo20060901
244100177306,"Precinct 4, Place 1",04-EE20313004,2024-05-14,820112,No Driver's License,521.021,,4.0,Harris County Constable Precinct 4,C41431,"Stoneham, Darol",,,,,,2006-07-01,,,F ,W,98.0,98.0,131.0,131.0,229.0,0.0,10/15/2024,,200.0,Pretrial Conference,09/30/2024,13:00,Arrest Warrant,10/15/2024,JP 4-1,CRCIT,17.0,1,1,0,1,naPe20060701
244100177307,"Precinct 4, Place 1",04-EE20313004,2024-05-14,820821,Passed When Unsafe,545.054,,4.0,Harris County Constable Precinct 4,C41431,"Stoneham, Darol",,,,,,2006-07-01,,,F ,W,45.0,45.0,184.0,184.0,229.0,0.0,10/15/2024,,200.0,Pretrial Conference,09/30/2024,13:00,Arrest Warrant,10/15/2024,JP 4-1,CRCIT,17.0,1,1,0,1,naPe20060701
244100177308,"Precinct 4, Place 1",04-EE20313004,2024-05-14,820104,Speeding Greater Than 10% Over Posted Speed,545.355,,4.0,Harris County Constable Precinct 4,C41431,"Stoneham, Darol",,,,,,2006-07-01,,,F ,W,35.0,35.0,184.0,184.0,219.0,0.0,10/15/2024,,200.0,Pretrial Conference,09/30/2024,13:00,Arrest Warrant,10/15/2024,JP 4-1,CRCIT,17.0,1,1,0,1,naPe20060701
244100194119,"Precinct 4, Place 1",00-EE20250101,2024-05-27,820112,No Driver's License,521.021,,0.0,Harris County Sheriff's Office,S30160,"Robinson, Ryan",,,,,,2007-05-01,,,M ,W,98.0,98.0,131.0,131.0,229.0,0.0,10/01/2024,,200.0,Pretrial Conference,09/09/2024,13:00,Arrest Warrant,10/01/2024,JP 4-1,CRCIT,17.0,1,1,0,1,enCo20070501
244100194120,"Precinct 4, Place 1",00-EE20250101,2024-05-27,821582,Speeding Less Than 10% Over Posted Speed,545.355,,0.0,Harris County Sheriff's Office,S30160,"Robinson, Ryan",,,,,,2007-05-01,,,M ,W,35.0,35.0,184.0,184.0,219.0,0.0,10/01/2024,,200.0,Pretrial Conference,09/09/2024,13:00,Arrest Warrant,10/01/2024,JP 4-1,CRCIT,17.0,1,1,0,1,enCo20070501
244100194779,"Precinct 4, Place 1",TXC241597188,2024-05-28,820112,NO DRIVER LICENSE WHEN UNLICENSED-NOT CDL,521.021,,10.0,Texas Department of Public Safety,,,,,,,,2007-04-01,,,M ,W,98.0,98.0,199.7,199.7,297.7,0.0,11/20/2024,,200.0,Non Appearance Show Cause,08/13/2024,14:30,Arrest Warrant,11/20/2024,JP 4-1,CRCIT,17.0,1,1,0,1,erHe20070401
244100194780,"Precinct 4, Place 1",TXC241597188,2024-05-28,540097,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY (#),601.191,,10.0,Texas Department of Public Safety,,,,,,,,2007-04-01,,,M ,W,253.0,253.0,246.2,246.2,499.2,0.0,11/20/2024,,500.0,Non Appearance Show Cause,08/13/2024,14:30,Arrest Warrant,11/20/2024,JP 4-1,CRCIT,17.0,1,1,0,1,erHe20070401
244100201824,"Precinct 4, Place 1",TXC241621956,2024-06-03,820104,SPEEDING-10% OR MORE ABOVE POSTED SPEED (#),545.355,,10.0,Texas Department of Public Safety,14753,"Macias, Jonathan",NC,12/09/2024,CON,12/09/2024,12/09/2024,2007-02-01,3237346.0,,M ,W,190.0,0.0,296.2,0.0,0.0,486.2,11/20/2024,,200.0,Non Appearance Show Cause,08/13/2024,14:30,Arrest Warrant,11/20/2024,JP 4-1,CRCIT,17.0,1,1,1,1,inNaGr20070201
244100209155,"Precinct 4, Place 1",04-EE20316998,2024-06-06,540097,Fail To Maintain Financial Responsibility,601.191,,4.0,Harris County Constable Precinct 4,C41458,"Evans, Donald",,,,,,2006-11-01,,,M ,B,253.0,253.0,246.2,246.2,499.2,0.0,11/18/2024,,500.0,Non Appearance Show Cause,08/12/2024,10:00,Arrest Warrant,11/18/2024,JP 4-1,CRCIT,17.0,1,1,0,1,ckCu20061101
244100209156,"Precinct 4, Place 1",04-EE20316998,2024-06-06,820112,No Driver's License,521.021,,4.0,Harris County Constable Precinct 4,C41458,"Evans, Donald",,,,,,2006-11-01,,,M ,B,98.0,98.0,199.7,199.7,297.7,0.0,11/18/2024,,200.0,Non Appearance Show Cause,08/12/2024,10:00,Arrest Warrant,11/18/2024,JP 4-1,CRCIT,17.0,1,1,0,1,ckCu20061101
244100209157,"Precinct 4, Place 1",04-EE20316998,2024-06-06,820104,Speeding Greater Than 10% Over Posted Speed,545.355,,4.0,Harris County Constable Precinct 4,C41458,"Evans, Donald",,,,,,2006-11-01,,,M ,B,95.0,95.0,267.7,267.7,362.7,0.0,11/18/2024,,200.0,Non Appearance Show Cause,08/12/2024,10:00,Arrest Warrant,11/18/2024,JP 4-1,CRCIT,17.0,1,1,0,1,ckCu20061101
244100242702,"Precinct 4, Place 1",TXC241653416,2024-07-01,820112,NO DRIVER LICENSE WHEN UNLICENSED-NOT CDL,521.021,,10.0,Texas Department of Public Safety,14947,"Griffith, Benjamin",,,,,,2006-09-01,,,M ,W,98.0,98.0,146.0,146.0,244.0,0.0,01/02/2025,,200.0,Non Appearance Show Cause,09/23/2024,10:00,Arrest Warrant,01/02/2025,JP 4-1,CRCIT,17.0,1,1,0,1,ikCa20060901
244100242891,"Precinct 4, Place 1",TXC241804353,2024-07-01,540097,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY (#),601.191,,10.0,Texas Department of Public Safety,16548,"Tripp, Caleb",NG,12/12/2024,,,,2007-05-01,,,M ,W,253.0,253.0,131.0,131.0,384.0,0.0,11/20/2024,12/12/2024,500.0,Pretrial Conference,10/22/2024,13:00,Arrest Warrant,11/20/2024,JP 4-1,CRCIT,17.0,1,1,0,1,idAbQe20070501
244100249092,"Precinct 4, Place 1",04-EE20321228,2024-07-03,820869,Obstruction Of Driver's View - Passenger,545.417,,4.0,Harris County Constable Precinct 4,C41458,"Evans, Donald",,,,,,2006-11-01,,,F ,B,45.0,45.0,184.0,184.0,229.0,0.0,10/15/2024,,200.0,Pretrial Conference,09/30/2024,13:00,Arrest Warrant,10/15/2024,JP 4-1,CRCIT,17.0,1,1,0,1,ahChRi20061101
244100249093,"Precinct 4, Place 1",04-EE20321228,2024-07-03,540097,Fail To Maintain Financial Responsibility,601.191,,4.0,Harris County Constable Precinct 4,C41458,"Evans, Donald",,,,,,2006-11-01,,,F ,B,253.0,253.0,131.0,131.0,384.0,0.0,10/15/2024,,500.0,Pretrial Conference,09/30/2024,13:00,Arrest Warrant,10/15/2024,JP 4-1,CRCIT,17.0,1,1,0,1,ahChRi20061101
244100249094,"Precinct 4, Place 1",04-EE20321228,2024-07-03,820112,No Driver's License,521.021,,4.0,Harris County Constable Precinct 4,C41458,"Evans, Donald",,,,,,2006-11-01,,,F ,B,98.0,98.0,131.0,131.0,229.0,0.0,10/15/2024,,200.0,Pretrial Conference,09/30/2024,13:00,Arrest Warrant,10/15/2024,JP 4-1,CRCIT,17.0,1,1,0,1,ahChRi20061101
234100055187,"Precinct 4, Place 1",,2023-02-10,531108,Disorderly Conduct-Affraying,42.01(a)(6),,,,,,NC,05/02/2023,CON,09/05/2023,09/05/2023,2006-01-01,,,M ,B,500.0,500.0,339.8,339.8,839.8,0.0,,,,Non Payment Show Cause,11/17/2023,14:00,Capias Pro Fine,02/20/2024,JP 4-1,CRCOM,17.0,1,1,0,1,neCi20060101
234100087146,"Precinct 4, Place 1",,2023-03-03,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,,,,2005-11-01,,,M ,B,248.0,248.0,126.0,126.0,374.0,0.0,03/17/2023,,500.0,,,,Arrest Warrant,03/17/2023,JP 4-1,CRCOM,17.0,1,1,0,1,anAr20051101
234100087231,"Precinct 4, Place 1",,2023-03-03,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,,,,2006-01-01,,,M ,W,248.0,248.0,126.0,126.0,374.0,0.0,03/17/2023,,500.0,,,,Arrest Warrant,03/17/2023,JP 4-1,CRCOM,17.0,1,1,0,1,nnBe20060101
234100087267,"Precinct 4, Place 1",,2023-03-03,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,NC,08/07/2024,CON,08/07/2024,08/07/2024,2006-01-01,3186363.0,,F ,O,25.0,0.0,126.0,0.0,0.0,0.0,03/17/2023,,500.0,JP Centralized Jail Docket,08/07/2024,21:00,Arrest Warrant,03/17/2023,JP 4-1,CRCOM,17.0,1,1,0,1,ehCh20060101
234100087314,"Precinct 4, Place 1",,2023-03-03,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,,,,2006-01-01,,,M ,W,248.0,248.0,126.0,126.0,374.0,0.0,03/17/2023,,500.0,,,,Arrest Warrant,03/17/2023,JP 4-1,CRCOM,17.0,1,1,0,1,irCh20060101
234100087333,"Precinct 4, Place 1",,2023-03-03,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,NG,03/25/2024,,,,2006-01-01,3186360.0,,F ,B,248.0,248.0,176.0,176.0,424.0,0.0,06/21/2024,03/25/2024,500.0,Judge Trial,06/05/2024,13:00,Capias Warrant,06/21/2024,JP 4-1,CRCOM,17.0,1,1,0,1,tyVeCo20060101
234100087353,"Precinct 4, Place 1",,2023-03-03,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,DIS,10/04/2023,10/04/2023,2005-12-01,,,M ,W,0.0,0.0,0.0,0.0,0.0,0.0,03/17/2023,,500.0,,,,Arrest Warrant,03/17/2023,JP 4-1,CRCOM,17.0,1,0,0,1,leDi20051201
234100087356,"Precinct 4, Place 1",,2023-03-03,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,G,10/17/2023,CON,10/17/2023,10/17/2023,2006-01-01,3195134.0,,M ,B,25.0,0.0,126.0,0.0,0.0,0.0,05/22/2023,,500.0,JP Centralized Jail Docket,10/17/2023,15:00,Arrest Warrant,05/22/2023,JP 4-1,CRCOM,17.0,1,1,0,1,icKeDo20060101
234100087361,"Precinct 4, Place 1",,2023-03-03,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,,,,2006-01-01,,,F ,W,248.0,248.0,126.0,126.0,374.0,0.0,03/17/2023,,500.0,,,,Arrest Warrant,03/17/2023,JP 4-1,CRCOM,17.0,1,1,0,1,eyGa20060101
234100087377,"Precinct 4, Place 1",,2023-03-03,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,,,,2005-09-01,,,F ,W,248.0,248.0,126.0,126.0,374.0,0.0,03/17/2023,,500.0,,,,Arrest Warrant,03/17/2023,JP 4-1,CRCOM,17.0,1,1,0,1,saNo20050901
234100089214,"Precinct 4, Place 1",,2023-03-06,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,NC,05/08/2023,CON,11/01/2023,11/01/2023,2005-10-01,,,F ,W,500.0,500.0,398.3,398.3,898.3,0.0,03/17/2023,,500.0,Non Payment Show Cause,01/12/2024,14:00,Capias Pro Fine,04/16/2024,JP 4-1,CRCOM,17.0,1,1,0,1,etPe20051001
234100089283,"Precinct 4, Place 1",,2023-03-06,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,DIS,08/30/2023,08/30/2023,2005-11-01,,,F ,W,0.0,0.0,0.0,0.0,0.0,0.0,03/17/2023,,500.0,Appearance Docket,08/30/2023,08:00,Arrest Warrant,03/17/2023,JP 4-1,CRCOM,17.0,1,0,0,1,naQu20051101
234100089404,"Precinct 4, Place 1",,2023-03-06,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,,,,2006-01-01,,,M ,B,248.0,248.0,126.0,126.0,374.0,0.0,03/17/2023,,500.0,,,,Arrest Warrant,03/17/2023,JP 4-1,CRCOM,17.0,1,1,0,1,coRo20060101
234100089425,"Precinct 4, Place 1",,2023-03-06,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,NC,02/12/2024,DIS,02/28/2024,02/28/2024,2005-11-01,,,M ,S,0.0,0.0,300.0,0.0,0.0,300.0,03/17/2023,,500.0,,,,Arrest Warrant,03/17/2023,JP 4-1,CRCOM,17.0,1,1,1,1,elEvRo20051101
234100089447,"Precinct 4, Place 1",,2023-03-06,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,,,,2005-10-01,,,M ,W,248.0,248.0,126.0,126.0,374.0,0.0,03/17/2023,,500.0,,,,Arrest Warrant,03/17/2023,JP 4-1,CRCOM,17.0,1,1,0,1,rdSa20051001
234100112240,"Precinct 4, Place 1",,2023-03-22,531108,Disorderly Conduct-Affraying,42.01(a)(6),,,,,,,,,,,2005-10-01,,,F ,B,98.0,98.0,131.0,131.0,229.0,0.0,05/03/2023,,500.0,Pretrial Conference,04/24/2023,13:00,Arrest Warrant,05/03/2023,JP 4-1,CRCOM,17.0,1,1,0,1,haPaPa20051001
234100137572,"Precinct 4, Place 1",,2023-04-11,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,,,,2006-03-01,,,F ,B,248.0,248.0,126.0,126.0,374.0,0.0,04/21/2023,,500.0,,,,Arrest Warrant,04/21/2023,JP 4-1,CRCOM,17.0,1,1,0,1,ynJaAn20060301
234100137611,"Precinct 4, Place 1",,2023-04-11,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,,,,2006-03-01,,,M ,W,248.0,248.0,126.0,126.0,374.0,0.0,04/21/2023,,500.0,,,,Arrest Warrant,04/21/2023,JP 4-1,CRCOM,17.0,1,1,0,1,riMo20060301
234100137640,"Precinct 4, Place 1",,2023-04-11,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,G,12/01/2023,CON,12/01/2023,12/01/2023,2006-03-01,3191320.0,,M ,W,25.0,0.0,126.0,0.0,0.0,0.0,04/21/2023,,500.0,JP Centralized Jail Docket,12/01/2023,09:00,Arrest Warrant,04/21/2023,JP 4-1,CRCOM,17.0,1,1,0,1,anMo20060301
234100137717,"Precinct 4, Place 1",,2023-04-11,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,,,,2006-01-01,,,M ,W,248.0,248.0,126.0,126.0,374.0,0.0,04/21/2023,,500.0,,,,Arrest Warrant,04/21/2023,JP 4-1,CRCOM,17.0,1,1,0,1,noSe20060101
234100137772,"Precinct 4, Place 1",,2023-04-11,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,,,,2006-03-01,,,M ,W,248.0,248.0,126.0,126.0,374.0,0.0,04/21/2023,,500.0,,,,Arrest Warrant,04/21/2023,JP 4-1,CRCOM,17.0,1,1,0,1,doSi20060301
234100137791,"Precinct 4, Place 1",,2023-04-11,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,DIS,09/26/2023,09/26/2023,2006-02-01,,,M ,B,0.0,0.0,0.0,0.0,0.0,0.0,04/21/2023,,500.0,,,,Arrest Warrant,04/21/2023,JP 4-1,CRCOM,17.0,1,0,0,1,anMaTa20060201
234100137816,"Precinct 4, Place 1",,2023-04-11,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,NC,05/22/2023,CON,05/22/2023,05/22/2023,2006-02-01,3191313.0,,F ,B,25.0,0.0,126.0,0.0,0.0,0.0,04/21/2023,,500.0,JP Centralized Jail Docket,05/22/2023,21:00,Arrest Warrant,04/21/2023,JP 4-1,CRCOM,17.0,1,1,0,1,iaWi20060201
234100139124,"Precinct 4, Place 1",,2023-04-12,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,,,,2006-02-01,,,F ,W,248.0,248.0,126.0,126.0,374.0,0.0,04/21/2023,,500.0,,,,Arrest Warrant,04/21/2023,JP 4-1,CRCOM,17.0,1,1,0,1,daGo20060201
234100159396,"Precinct 4, Place 1",,2023-04-27,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,,,,2006-02-01,,,M ,S,248.0,248.0,126.0,126.0,374.0,0.0,05/12/2023,,500.0,,,,Arrest Warrant,05/12/2023,JP 4-1,CRCOM,17.0,1,1,0,1,oyBa20060201
234100159423,"Precinct 4, Place 1",,2023-04-27,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,,,,2006-03-01,,,M ,W,248.0,248.0,126.0,126.0,374.0,0.0,05/12/2023,,500.0,,,,Arrest Warrant,05/12/2023,JP 4-1,CRCOM,17.0,1,1,0,1,elFl20060301
234100159442,"Precinct 4, Place 1",,2023-04-27,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,NC,07/10/2024,CON,07/10/2024,07/10/2024,2006-02-01,3194214.0,,M ,W,25.0,0.0,126.0,0.0,0.0,0.0,05/12/2023,,500.0,JP Centralized Jail Docket,07/10/2024,21:00,Arrest Warrant,05/12/2023,JP 4-1,CRCOM,17.0,1,1,0,1,inEs20060201
234100159461,"Precinct 4, Place 1",,2023-04-27,821381,Violate Continuing Obligation by Child now Adult,CP 45.060,,,,,,,,,,,2006-01-01,,,M ,W,248.0,248.0,126.0,126.0,374.0,0.0,05/12/2023,,500.0,,,,Arrest Warrant,05/12/2023,JP 4-1,CRCOM,17.0,1,1,0,1,rtMa20060101
